gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,tenure_bucket,avg_monthly_spend,num_services,contract_commitment,high_risk_combo,treatment,observed_churn,true_uplift,estimated_uplift,uplift_quintile,segment
Male,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.9,1356.7,4-6yr,19.66231884057971,0,2,0,0,0,-0.006161397248436657,0.002067717289261242,3,Sure Thing (skip)
Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,74.5,0-6mo,74.5,0,0,1,0,1,-0.0202237778789544,0.017075434401285783,3,Lost Cause (skip)
Male,0,No,No,31,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,55.25,1715.65,2-4yr,55.343548387096774,2,0,1,1,0,-0.2801319203422836,-0.10629204925509654,0,Persuadable (target these)
Male,1,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.3,1356.3,4-6yr,19.656521739130433,0,2,0,0,0,-0.002302002833842285,0.011775172388171821,3,Sure Thing (skip)
Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.45,171.45,0-6mo,85.725,2,0,1,1,1,-0.03628273115887557,0.027360448249136193,4,Lost Cause (skip)
Female,0,No,No,33,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.4,2406.1,2-4yr,72.9121212121212,0,0,0,1,0,0.0,-0.10284358029790286,0,Persuadable (target these)
Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,55.25,0-6mo,18.416666666666668,0,0,0,0,0,-0.17351895624645747,-0.05529167731124643,1,Persuadable (target these)
Male,0,No,No,44,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,65.4,2774.55,2-4yr,63.05795454545455,3,1,0,1,0,-0.04108594014655523,-0.01424802029881743,2,Sure Thing (skip)
Male,0,No,No,10,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.1,1043.3,7-12mo,104.33,6,0,1,1,1,-0.009481388239185439,-0.2311019962604831,0,Persuadable (target these)
Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.25,576.7,7-12mo,72.0875,0,0,1,0,0,-0.04278238208948391,-0.12543032173611446,0,Persuadable (target these)
Male,0,No,No,8,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,66.65,520.95,7-12mo,65.11875,3,0,1,0,0,-0.2465608958416604,-0.19045586334702605,0,Persuadable (target these)
Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.35,1442.65,4-6yr,20.907971014492755,0,1,0,1,0,-0.04506764575582023,-0.0018850111460412076,3,Sure Thing (skip)
Female,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.6,1758.6,1-2yr,76.4608695652174,0,0,0,0,0,-0.015432914897656327,-0.042093910934096535,1,Sure Thing (skip)
Male,0,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.1,1697.7,4-6yr,25.722727272727273,0,2,0,0,0,-0.00957966719461185,0.0214461042922511,4,Sure Thing (skip)
Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.45,102.45,0-6mo,102.45,4,0,1,0,1,-0.03325839237328015,-0.1430037780204395,0,Persuadable (target these)
Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,58.0,0-6mo,19.333333333333332,0,0,0,1,0,-0.15314113240559413,-0.042690030132998644,1,Sure Thing (skip)
Female,0,No,Yes,5,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,51.0,286.8,0-6mo,57.36,1,0,0,1,1,-0.2741420410552073,-0.16979041325768618,0,Persuadable (target these)
Female,0,No,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,51.2,51.2,0-6mo,51.2,1,0,0,1,0,-0.2589822058744916,-0.16030760073747058,0,Persuadable (target these)
Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),77.65,714.15,7-12mo,79.35,1,0,0,1,1,-0.027280286732078704,-0.21126190582701132,0,Persuadable (target these)
Male,0,Yes,Yes,36,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),63.7,2188.5,2-4yr,60.791666666666664,3,1,0,0,0,-0.07367165434705936,-0.03927796536564837,1,Sure Thing (skip)
Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),85.5,5696.6,4-6yr,83.77352941176471,2,1,0,1,0,-0.0476335940642253,-0.0038266062780838717,3,Sure Thing (skip)
Female,0,Yes,Yes,35,No,No phone service,DSL,No,No,No,Yes,Yes,No,One year,No,Mailed check,40.9,1383.6,2-4yr,39.53142857142857,2,1,0,0,0,-0.04618273880407812,-0.008730136631854103,2,Sure Thing (skip)
Male,0,Yes,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.55,1205.05,4-6yr,20.084166666666665,0,2,0,0,0,-0.0001801070732832099,0.00443090322875026,3,Sure Thing (skip)
Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Mailed check,74.55,5430.65,4-6yr,75.42569444444445,4,2,0,1,0,0.0,-0.003068653421052791,3,Sure Thing (skip)
Male,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.4,930.45,2-4yr,20.67666666666667,0,1,0,0,0,-0.06406392195236713,0.03187998546582804,4,Sure Thing (skip)
Male,0,Yes,Yes,37,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),91.2,3247.55,2-4yr,87.77162162162162,2,1,0,1,1,-0.07393483750695869,-0.07232586168942859,1,Persuadable (target these)
Female,0,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.7,350.35,7-12mo,50.050000000000004,1,0,0,1,0,-0.29302290145961174,-0.12869112580660028,0,Persuadable (target these)
Female,0,No,No,4,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),50.7,151.3,0-6mo,37.825,1,0,0,1,0,-0.3045319487268679,-0.25314703735349925,0,Persuadable (target these)
Female,0,No,No,1,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,54.9,54.9,0-6mo,54.9,2,0,1,1,1,-0.27644577082681077,-0.23062558393034646,0,Persuadable (target these)
Female,0,No,No,4,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,60.4,272.15,0-6mo,68.0375,3,0,0,1,0,-0.2812517317483989,-0.09662729406007557,1,Persuadable (target these)
Male,0,Yes,No,18,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.55,878.35,1-2yr,48.797222222222224,1,0,0,0,1,-0.28659981556794567,-0.07562559755011829,1,Persuadable (target these)
Female,0,No,No,12,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,74.05,872.65,7-12mo,72.72083333333333,3,1,0,0,0,-0.10433428236517604,-0.09156884734139387,1,Persuadable (target these)
Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.05,80.05,0-6mo,80.05,1,0,0,0,1,-0.04870976204541253,-0.09261809366823037,1,Persuadable (target these)
Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.0,1738.9,4-6yr,24.15138888888889,0,2,0,0,0,0.0,0.006388488595128254,3,Sure Thing (skip)
Male,0,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,20.25,835.5,2-4yr,19.892857142857142,0,2,0,0,0,-0.019969390000946965,0.03668744160933032,4,Sure Thing (skip)
Male,1,No,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.1,1712.7,1-2yr,71.3625,0,0,1,1,1,-0.024591124835147377,0.14540570449890905,4,Lost Cause (skip)
Male,0,Yes,Yes,26,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),78.95,2034.25,2-4yr,78.24038461538461,1,1,0,0,0,-0.08086028144962884,-0.0620070668231658,1,Persuadable (target these)
Female,0,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),73.0,5163.0,4-6yr,75.92647058823529,4,1,0,0,0,-0.03841941776461153,-0.013860739100181787,2,Sure Thing (skip)
Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.9,323.15,1-2yr,19.008823529411764,0,1,0,0,0,-0.062160414900820145,0.00030410695596055047,3,Sure Thing (skip)
Male,0,Yes,Yes,59,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,111.1,6555.2,4-6yr,111.10508474576271,5,2,0,0,0,-0.005649394052746973,0.042795376888133396,4,Sure Thing (skip)
Male,0,Yes,Yes,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.4,896.75,1-2yr,68.98076923076923,0,0,0,1,0,0.0,-0.08510614031560693,1,Persuadable (target these)
Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.45,42.45,0-6mo,21.225,0,0,0,1,0,-0.12725339849115894,-0.02585676659458999,2,Sure Thing (skip)
Female,0,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.65,1335.2,4-6yr,19.928358208955224,0,2,0,1,1,-0.014598484319305867,0.0059230920713378675,3,Sure Thing (skip)
Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.05,337.9,1-2yr,19.876470588235293,0,1,0,1,0,-0.06889830277305539,0.0005017579391089367,3,Sure Thing (skip)
Male,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,80.1,5585.4,4-6yr,78.66760563380281,5,2,0,0,0,-0.014883175172792976,-0.0041275093124215935,3,Sure Thing (skip)
Female,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),98.6,1704.95,1-2yr,100.29117647058824,4,1,0,1,0,-0.052351526272851966,-0.06540547695485943,1,Persuadable (target these)
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.55,89.55,0-6mo,89.55,2,0,1,0,1,-0.031578362013763066,-0.01272041212877495,2,Lost Cause (skip)
Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.7,94.45,0-6mo,15.741666666666667,0,1,0,0,0,-0.06592866217505207,-0.010587367116483767,2,Sure Thing (skip)
Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,114.1,7132.15,4-6yr,116.92049180327868,5,0,1,0,0,-0.007992281239364366,-0.05586655224400339,1,Persuadable (target these)
Female,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,73.85,401.3,0-6mo,66.88333333333334,0,0,0,1,1,-0.031713148376667555,0.00018353280642580128,3,Lost Cause (skip)
Female,1,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.05,25.05,0-6mo,25.05,0,0,0,0,1,-0.24550616360444025,-0.07569980943628785,1,Persuadable (target these)
Female,0,Yes,Yes,21,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,102.8,2110.15,1-2yr,100.48333333333333,5,0,1,0,1,-0.028638861543717403,-0.18130800890279203,0,Persuadable (target these)
Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.8,6640.7,4-6yr,110.67833333333333,5,2,0,1,0,0.0,0.0780336809726847,4,Sure Thing (skip)
Female,1,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.8,1727.5,1-2yr,86.375,1,0,0,0,0,-0.024640208659340596,0.028149938596723212,4,Lost Cause (skip)
Male,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),95.9,2234.95,1-2yr,101.58863636363635,3,0,0,1,0,-0.015555591401258282,-0.03678931715672193,1,Sure Thing (skip)
Female,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.6,827.3,2-4yr,20.682499999999997,0,2,0,0,0,-0.020869165772765867,0.016855379954665187,3,Sure Thing (skip)
Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,1710.45,1-2yr,74.36739130434783,0,0,1,0,1,-0.042806388338811174,0.07794763176400982,4,Lost Cause (skip)
Female,0,No,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.95,45.95,0-6mo,45.95,0,0,0,0,0,-0.2731044106747752,-0.19656235596926325,0,Persuadable (target these)
Male,0,No,No,46,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,38.25,1755.35,2-4yr,38.15978260869565,3,2,0,1,0,0.0,0.0008130946921080708,3,Sure Thing (skip)
Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),69.95,320.4,0-6mo,64.08,0,0,0,0,0,-0.029396152469993057,-0.3259584923472975,0,Persuadable (target these)
Male,1,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.0,1396.0,4-6yr,20.529411764705884,0,2,0,0,0,-0.029295900026255456,0.0225028777940358,4,Sure Thing (skip)
Female,1,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.2,25.2,0-6mo,25.2,0,0,1,0,1,-0.30040387549433994,-0.10958347674780644,0,Persuadable (target these)
Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.1,43.15,0-6mo,21.575,0,0,0,1,0,-0.1714070460327936,-0.08558117120413669,1,Persuadable (target these)
Female,1,No,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.85,1531.4,1-2yr,109.38571428571429,4,0,1,1,1,-0.056514331694090716,0.19689465134333217,4,Lost Cause (skip)
Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.0,740.0,7-12mo,74.0,0,0,1,1,1,-0.028357719608293686,-0.12894351913583257,0,Persuadable (target these)
Male,0,No,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.3,1033.95,1-2yr,79.53461538461539,1,0,0,0,0,-0.01312434117437962,-0.070766428651383,1,Persuadable (target these)
Female,0,No,No,34,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,109.8,3587.25,2-4yr,105.50735294117646,5,0,0,1,0,-0.03020123680387213,-0.04184073862964066,1,Lost Cause (skip)
Male,0,Yes,Yes,18,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,57.45,990.85,1-2yr,55.047222222222224,2,0,1,1,0,-0.3139062213600678,-0.17984865835176064,0,Persuadable (target these)
Male,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.7,1301.1,4-6yr,18.325352112676054,0,2,0,1,0,-0.012861406905018231,0.00201276013036579,3,Sure Thing (skip)
Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.5,7752.05,4-6yr,110.74357142857143,5,2,0,0,0,-0.012441984949489107,0.1566372725735206,4,Sure Thing (skip)
Female,0,Yes,No,52,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,64.3,3410.6,4-6yr,65.58846153846153,3,1,0,0,0,-0.028560018746618406,-0.018843698924141145,2,Sure Thing (skip)
Male,0,Yes,Yes,68,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.25,7173.15,4-6yr,105.4875,5,2,0,0,0,-0.031857068693793344,-0.014880406096914468,2,Sure Thing (skip)
